channel_id,train_time,train_cpu,train_mem,train_epochs,eval_loss,predict_time,predict_cpu,predict_mem,test_loss,detect_time,detect_cpu,detect_mem,n_anomalies,n_detected,true_positives,false_positives,false_negatives,precision,recall,f1
T-8,16.09912085533142,49.71459627329192,802233172.2732918,9,0.00043012794048991054,0.07055878639221191,41.7875,766095360.0,0.06601991,0.001744985580444336,40.7,766095360.0,2,0,0,0,2,1.0,0.0,0.0
P-10,37.952717781066895,49.91015211640212,812191115.5132276,8,1.714810677045674e-06,0.05104517936706543,50.0,766210048.0,0.638019,0.10694122314453125,21.6125,766210048.0,1,1,1,0,0,1.0,1.0,1.0
P-15,198.08707237243652,50.006433637284786,809383550.0547107,35,0.0006019744455856694,0.04552912712097168,47.3,766779392.0,1.6749812,0.01679682731628418,28.35,766779392.0,1,0,0,0,1,1.0,0.0,0.0
P-14,194.56422209739685,50.0039453326457,807358755.515214,35,2.045337795427334e-08,0.133378267288208,47.625,766787584.0,0.5480597,0.1138753890991211,17.93125,766787584.0,1,1,1,0,0,1.0,1.0,1.0
P-11,212.27593326568604,50.009598108747056,805883739.3853439,22,0.0030066081477950015,0.10351943969726562,49.75,766865408.0,0.018720303,0.06501078605651855,8.625,766865408.0,2,1,1,0,1,1.0,0.5,0.6666666666666666
F-7,37.55935859680176,49.91716666666664,789019120.981333,14,0.13341412134468555,0.042061805725097656,36.35,743079936.0,0.2004815,0.09158945083618164,26.975,743211008.0,3,3,2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666
F-4,116.80356502532959,49.996058848797226,786396715.9862545,35,0.001704033264624221,0.055468082427978516,47.8,743243776.0,0.010422423,0.07174396514892578,34.5,743243776.0,1,1,0,1,1,0.0,0.0,0.0
F-5,126.3994390964508,49.99740079365085,793683477.1301582,25,0.004474352521356195,0.08624410629272461,45.2125,753061888.0,0.24653491,0.044324636459350586,48.1375,753061888.0,1,1,1,0,0,1.0,1.0,1.0
F-8,122.72651934623718,49.994112837285414,792376973.91987,15,0.06907701101154089,0.08184552192687988,48.775,753152000.0,0.1154336,0.009013891220092773,48.0125,753152000.0,1,1,1,0,0,1.0,1.0,1.0
C-1,22.539845943450928,49.83394444444443,800120012.7999997,10,0.008903459257756671,0.020625829696655273,39.85,753381376.0,0.024917327,0.006209373474121094,17.1875,753381376.0,2,1,1,0,1,1.0,0.5,0.6666666666666666
C-2,30.188827991485596,49.858347176079754,796103077.8471764,35,8.745028878820449e-08,0.032701969146728516,46.675,755376128.0,0.49831697,0.004573345184326172,22.125,755376128.0,2,0,0,0,2,1.0,0.0,0.0
S-2,5.699519395828247,49.24912280701755,798156620.3508773,7,4.499779606703669e-05,0.01670098304748535,44.75,756064256.0,0.025615564,0.005323648452758789,14.7375,756064256.0,1,1,1,0,0,1.0,1.0,1.0
D-14,134.63953471183777,49.99857488822659,802970140.2324886,33,9.206391245312901e-09,0.028435468673706055,41.4125,756195328.0,0.32149395,0.03313946723937988,20.95,756195328.0,2,1,1,0,1,1.0,0.5,0.6666666666666666
D-15,84.99553847312927,49.974424439197186,798593173.9126325,28,0.12699474766850471,0.035039424896240234,49.85,756338688.0,0.16406956,0.0028145313262939453,23.3875,756338688.0,1,0,0,0,1,1.0,0.0,0.0
D-16,26.084214210510254,49.83673076923078,796562936.1230769,10,0.19597958028316498,0.04899120330810547,49.3125,756637696.0,0.2365252,0.0012354850769042969,30.775,756637696.0,1,0,0,0,1,1.0,0.0,0.0
